,tag
4455,engine_idling
1348,car_horn
8234,street_music
5117,engine_idling
1407,car_horn
1018,car_horn
3327,dog_bark
6544,jackhammer
1652,children_playing
1056,car_horn
8250,street_music
1166,car_horn
6767,jackhammer
1303,car_horn
3997,drilling
4745,engine_idling
8276,street_music
2240,children_playing
1265,car_horn
3139,dog_bark
1947,children_playing
1437,children_playing
2380,children_playing
1062,car_horn
88,air_conditioner
5626,gun_shot
6131,jackhammer
3582,drilling
6893,siren
1750,children_playing
2168,children_playing
2510,dog_bark
4967,engine_idling
8040,street_music
5852,jackhammer
1681,children_playing
6283,jackhammer
7903,street_music
7667,siren
8086,street_music
1259,car_horn
3908,drilling
1905,children_playing
7015,siren
5781,gun_shot
1220,car_horn
4106,drilling
4881,engine_idling
5918,jackhammer
3101,dog_bark
5323,engine_idling
2031,children_playing
3347,dog_bark
4782,engine_idling
6833,siren
1982,children_playing
904,air_conditioner
4741,engine_idling
7892,street_music
7554,siren
285,air_conditioner
2254,children_playing
4501,engine_idling
3393,dog_bark
1801,children_playing
3171,dog_bark
1827,children_playing
850,air_conditioner
33,air_conditioner
3048,dog_bark
4826,engine_idling
8694,street_music
8677,street_music
2471,dog_bark
6428,jackhammer
6479,jackhammer
4413,drilling
8071,street_music
3271,dog_bark
2366,children_playing
1788,children_playing
8340,street_music
4081,drilling
3225,dog_bark
6235,jackhammer
1444,children_playing
4596,engine_idling
2211,children_playing
5600,gun_shot
4313,drilling
5218,engine_idling
926,air_conditioner
6845,siren
8495,street_music
6997,siren
5706,gun_shot
7086,siren
1759,children_playing
439,air_conditioner
6282,jackhammer
7247,siren
161,air_conditioner
6532,jackhammer
6413,jackhammer
6371,jackhammer
2121,children_playing
1769,children_playing
2960,dog_bark
7431,siren
8657,street_music
5260,engine_idling
7435,siren
6463,jackhammer
6228,jackhammer
608,air_conditioner
5997,jackhammer
4990,engine_idling
2191,children_playing
8447,street_music
3889,drilling
3044,dog_bark
3762,drilling
3203,dog_bark
4861,engine_idling
6820,siren
6514,jackhammer
5484,gun_shot
8006,street_music
8377,street_music
8388,street_music
7003,siren
7631,siren
5834,jackhammer
3412,dog_bark
1953,children_playing
4289,drilling
817,air_conditioner
6285,jackhammer
3143,dog_bark
6734,jackhammer
696,air_conditioner
4385,drilling
5036,engine_idling
8383,street_music
878,air_conditioner
4753,engine_idling
938,air_conditioner
6401,jackhammer
3599,drilling
3940,drilling
5841,jackhammer
6156,jackhammer
7244,siren
4778,engine_idling
7533,siren
7782,street_music
5862,jackhammer
6355,jackhammer
7028,siren
2810,dog_bark
6277,jackhammer
6953,siren
8400,street_music
4398,drilling
7962,street_music
7684,siren
5602,gun_shot
633,air_conditioner
4913,engine_idling
4590,engine_idling
279,air_conditioner
5935,jackhammer
8439,street_music
5461,gun_shot
7538,siren
6677,jackhammer
7837,street_music
1005,car_horn
8471,street_music
5577,gun_shot
2335,children_playing
245,air_conditioner
4806,engine_idling
57,air_conditioner
966,air_conditioner
4956,engine_idling
2145,children_playing
4424,drilling
7703,siren
8284,street_music
783,air_conditioner
868,air_conditioner
3945,drilling
4575,engine_idling
7587,siren
513,air_conditioner
4917,engine_idling
5670,gun_shot
3856,drilling
6350,jackhammer
2507,dog_bark
137,air_conditioner
5183,engine_idling
1747,children_playing
891,air_conditioner
7396,siren
866,air_conditioner
3443,drilling
5694,gun_shot
4859,engine_idling
2887,dog_bark
3246,dog_bark
6706,jackhammer
5176,engine_idling
5252,engine_idling
763,air_conditioner
2680,dog_bark
4509,engine_idling
7665,siren
11,air_conditioner
4631,engine_idling
1984,children_playing
1222,car_horn
5011,engine_idling
7943,street_music
2493,dog_bark
5689,gun_shot
2008,children_playing
645,air_conditioner
8686,street_music
4227,drilling
2063,children_playing
3300,dog_bark
3708,drilling
4579,engine_idling
5766,gun_shot
4363,drilling
6289,jackhammer
4188,drilling
7265,siren
514,air_conditioner
2892,dog_bark
8090,street_music
970,air_conditioner
6306,jackhammer
5449,gun_shot
167,air_conditioner
7097,siren
26,air_conditioner
4353,drilling
7832,street_music
7363,siren
6157,jackhammer
7208,siren
3009,dog_bark
1649,children_playing
2058,children_playing
4846,engine_idling
4633,engine_idling
3013,dog_bark
3289,dog_bark
3069,dog_bark
554,air_conditioner
1908,children_playing
7874,street_music
6143,jackhammer
5527,gun_shot
6125,jackhammer
1569,children_playing
1021,car_horn
4916,engine_idling
2758,dog_bark
14,air_conditioner
28,air_conditioner
6318,jackhammer
2970,dog_bark
1453,children_playing
5726,gun_shot
2516,dog_bark
4877,engine_idling
2658,dog_bark
7519,siren
1765,children_playing
6475,jackhammer
4702,engine_idling
8408,street_music
5494,gun_shot
6779,jackhammer
7252,siren
5264,engine_idling
3377,dog_bark
1567,children_playing
334,air_conditioner
6491,jackhammer
443,air_conditioner
1042,car_horn
2947,dog_bark
1207,car_horn
322,air_conditioner
4503,engine_idling
2667,dog_bark
7815,street_music
3232,dog_bark
8042,street_music
3517,drilling
3496,drilling
1,air_conditioner
5943,jackhammer
4129,drilling
3703,drilling
5464,gun_shot
6,air_conditioner
827,air_conditioner
3910,drilling
8077,street_music
8115,street_music
306,air_conditioner
6789,jackhammer
392,air_conditioner
2651,dog_bark
7570,siren
4862,engine_idling
80,air_conditioner
7778,street_music
2585,dog_bark
7736,street_music
6384,jackhammer
4044,drilling
8169,street_music
5080,engine_idling
4743,engine_idling
3399,dog_bark
1250,car_horn
5024,engine_idling
4230,drilling
2916,dog_bark
4218,drilling
4268,drilling
3634,drilling
6304,jackhammer
383,air_conditioner
7792,street_music
3619,drilling
2238,children_playing
2949,dog_bark
3416,dog_bark
5310,engine_idling
2798,dog_bark
2071,children_playing
6950,siren
3,air_conditioner
4970,engine_idling
3202,dog_bark
658,air_conditioner
3747,drilling
3229,dog_bark
3556,drilling
6527,jackhammer
2532,dog_bark
3371,dog_bark
6784,jackhammer
6578,jackhammer
1427,car_horn
2256,children_playing
273,air_conditioner
2748,dog_bark
231,air_conditioner
8390,street_music
6666,jackhammer
6054,jackhammer
3402,dog_bark
2914,dog_bark
790,air_conditioner
7195,siren
7429,siren
1639,children_playing
2927,dog_bark
5901,jackhammer
2797,dog_bark
4868,engine_idling
6061,jackhammer
2109,children_playing
3795,drilling
2110,children_playing
7894,street_music
3465,drilling
2857,dog_bark
684,air_conditioner
4168,drilling
3995,drilling
1534,children_playing
901,air_conditioner
6170,jackhammer
6106,jackhammer
7298,siren
3290,dog_bark
4965,engine_idling
5804,jackhammer
3032,dog_bark
671,air_conditioner
2315,children_playing
7430,siren
1980,children_playing
7686,siren
2735,dog_bark
4465,engine_idling
5871,jackhammer
4494,engine_idling
570,air_conditioner
3716,drilling
2548,dog_bark
7443,siren
1699,children_playing
2670,dog_bark
5169,engine_idling
5980,jackhammer
2046,children_playing
8290,street_music
1937,children_playing
290,air_conditioner
5225,engine_idling
5042,engine_idling
8222,street_music
49,air_conditioner
5794,gun_shot
5316,engine_idling
8398,street_music
4252,drilling
3771,drilling
5163,engine_idling
4921,engine_idling
243,air_conditioner
5581,gun_shot
1492,children_playing
1796,children_playing
7671,siren
8026,street_music
2878,dog_bark
7140,siren
4254,drilling
7913,street_music
3700,drilling
5339,engine_idling
6867,siren
4314,drilling
5589,gun_shot
4430,engine_idling
2929,dog_bark
7610,siren
3780,drilling
1370,car_horn
2913,dog_bark
6003,jackhammer
8700,street_music
7370,siren
3811,drilling
4488,engine_idling
2011,children_playing
89,air_conditioner
1034,car_horn
5201,engine_idling
634,air_conditioner
7268,siren
2773,dog_bark
2549,dog_bark
2659,dog_bark
2766,dog_bark
471,air_conditioner
7727,siren
4585,engine_idling
2284,children_playing
2411,children_playing
768,air_conditioner
5718,gun_shot
5156,engine_idling
512,air_conditioner
4751,engine_idling
2176,children_playing
5853,jackhammer
171,air_conditioner
8691,street_music
2225,children_playing
3468,drilling
5098,engine_idling
614,air_conditioner
229,air_conditioner
6625,jackhammer
1186,car_horn
1545,children_playing
361,air_conditioner
349,air_conditioner
3255,dog_bark
8319,street_music
7294,siren
6848,siren
2464,dog_bark
5743,gun_shot
3361,dog_bark
7600,siren
4578,engine_idling
7463,siren
4526,engine_idling
2314,children_playing
5054,engine_idling
6843,siren
1066,car_horn
3471,drilling
3243,dog_bark
695,air_conditioner
158,air_conditioner
4840,engine_idling
7057,siren
4152,drilling
1394,car_horn
312,air_conditioner
2962,dog_bark
1648,children_playing
2243,children_playing
3673,drilling
8341,street_music
5753,gun_shot
4786,engine_idling
2534,dog_bark
7988,street_music
8097,street_music
3955,drilling
61,air_conditioner
369,air_conditioner
4028,drilling
8656,street_music
7397,siren
3712,drilling
7001,siren
5154,engine_idling
558,air_conditioner
7452,siren
1852,children_playing
2940,dog_bark
7227,siren
168,air_conditioner
2625,dog_bark
3906,drilling
7677,siren
5681,gun_shot
6201,jackhammer
2362,children_playing
957,air_conditioner
2143,children_playing
8575,street_music
6194,jackhammer
457,air_conditioner
5193,engine_idling
8711,street_music
1028,car_horn
5964,jackhammer
7818,street_music
3988,drilling
1123,car_horn
211,air_conditioner
6860,siren
4450,engine_idling
2835,dog_bark
3082,dog_bark
8731,street_music
6426,jackhammer
1594,children_playing
6662,jackhammer
4263,drilling
4920,engine_idling
4519,engine_idling
8603,street_music
1805,children_playing
8196,street_music
122,air_conditioner
3613,drilling
6020,jackhammer
7941,street_music
2407,children_playing
1152,car_horn
6805,siren
544,air_conditioner
2491,dog_bark
135,air_conditioner
219,air_conditioner
8335,street_music
4910,engine_idling
4969,engine_idling
5867,jackhammer
1815,children_playing
2901,dog_bark
3253,dog_bark
3846,drilling
5269,engine_idling
1015,car_horn
4549,engine_idling
4808,engine_idling
4537,engine_idling
8701,street_music
3186,dog_bark
1491,children_playing
6533,jackhammer
4471,engine_idling
5070,engine_idling
4994,engine_idling
1620,children_playing
4144,drilling
6749,jackhammer
6819,siren
1989,children_playing
3121,dog_bark
5308,engine_idling
268,air_conditioner
7575,siren
6571,jackhammer
96,air_conditioner
5703,gun_shot
7055,siren
6097,jackhammer
6135,jackhammer
954,air_conditioner
527,air_conditioner
7277,siren
8259,street_music
7522,siren
2406,children_playing
5377,engine_idling
5180,engine_idling
6729,jackhammer
2441,dog_bark
2896,dog_bark
563,air_conditioner
5650,gun_shot
8687,street_music
4656,engine_idling
1610,children_playing
6242,jackhammer
5684,gun_shot
2303,children_playing
1105,car_horn
664,air_conditioner
2368,children_playing
7775,street_music
4869,engine_idling
5113,engine_idling
6938,siren
1233,car_horn
5715,gun_shot
6697,jackhammer
4541,engine_idling
1153,car_horn
6180,jackhammer
4359,drilling
3837,drilling
4564,engine_idling
495,air_conditioner
1388,car_horn
4831,engine_idling
5748,gun_shot
2842,dog_bark
1325,car_horn
895,air_conditioner
7215,siren
4561,engine_idling
7679,siren
5604,gun_shot
7512,siren
346,air_conditioner
7498,siren
6078,jackhammer
24,air_conditioner
4682,engine_idling
8506,street_music
1412,car_horn
586,air_conditioner
6961,siren
5206,engine_idling
2582,dog_bark
3595,drilling
7069,siren
2215,children_playing
4581,engine_idling
4074,drilling
1067,car_horn
7164,siren
3679,drilling
2453,dog_bark
6000,jackhammer
2657,dog_bark
4200,drilling
2753,dog_bark
792,air_conditioner
2924,dog_bark
4874,engine_idling
4100,drilling
2546,dog_bark
2829,dog_bark
1088,car_horn
3872,drilling
6720,jackhammer
1564,children_playing
6787,jackhammer
6902,siren
7858,street_music
1395,car_horn
6116,jackhammer
2356,children_playing
21,air_conditioner
5100,engine_idling
4539,engine_idling
2415,children_playing
7033,siren
1127,car_horn
2937,dog_bark
3235,dog_bark
5265,engine_idling
6409,jackhammer
1712,children_playing
5739,gun_shot
2396,children_playing
6246,jackhammer
804,air_conditioner
5004,engine_idling
4979,engine_idling
6151,jackhammer
2580,dog_bark
5446,gun_shot
7232,siren
4093,drilling
7773,street_music
6057,jackhammer
1961,children_playing
7422,siren
3020,dog_bark
1710,children_playing
6543,jackhammer
62,air_conditioner
5359,engine_idling
2454,dog_bark
897,air_conditioner
2950,dog_bark
5478,gun_shot
847,air_conditioner
842,air_conditioner
4380,drilling
6777,jackhammer
1169,car_horn
5473,gun_shot
743,air_conditioner
5386,engine_idling
5691,gun_shot
2777,dog_bark
1182,car_horn
8532,street_music
1900,children_playing
3550,drilling
5381,engine_idling
1161,car_horn
5628,gun_shot
2562,dog_bark
6007,jackhammer
7330,siren
3820,drilling
7256,siren
492,air_conditioner
6837,siren
3989,drilling
8560,street_music
6018,jackhammer
3651,drilling
5149,engine_idling
6553,jackhammer
1228,car_horn
7467,siren
305,air_conditioner
8543,street_music
6711,jackhammer
5110,engine_idling
6710,jackhammer
136,air_conditioner
7659,siren
539,air_conditioner
8266,street_music
2589,dog_bark
2784,dog_bark
1555,children_playing
3689,drilling
7577,siren
3120,dog_bark
2678,dog_bark
1614,children_playing
4677,engine_idling
3177,dog_bark
4643,engine_idling
8474,street_music
7123,siren
2447,dog_bark
4217,drilling
56,air_conditioner
7645,siren
3979,drilling
2173,children_playing
8084,street_music
3462,drilling
7701,siren
3330,dog_bark
7971,street_music
1938,children_playing
249,air_conditioner
4355,drilling
8592,street_music
1315,car_horn
2435,dog_bark
5289,engine_idling
8502,street_music
2468,dog_bark
4454,engine_idling
6812,siren
3633,drilling
7922,street_music
3630,drilling
3039,dog_bark
5123,engine_idling
1134,car_horn
3976,drilling
5329,engine_idling
4896,engine_idling
3196,dog_bark
247,air_conditioner
8033,street_music
1091,car_horn
3947,drilling
3211,dog_bark
8618,street_music
6731,jackhammer
4645,engine_idling
4176,drilling
7927,street_music
5547,gun_shot
3026,dog_bark
5773,gun_shot
4639,engine_idling
3485,drilling
2082,children_playing
4185,drilling
5003,engine_idling
4985,engine_idling
5761,gun_shot
6389,jackhammer
5472,gun_shot
8109,street_music
2334,children_playing
4366,drilling
6818,siren
567,air_conditioner
1463,children_playing
2014,children_playing
4130,drilling
2631,dog_bark
6331,jackhammer
3081,dog_bark
2905,dog_bark
4934,engine_idling
2270,children_playing
968,air_conditioner
8477,street_music
8321,street_music
5593,gun_shot
5236,engine_idling
5833,jackhammer
5460,gun_shot
3658,drilling
2409,children_playing
1149,car_horn
2700,dog_bark
844,air_conditioner
2321,children_playing
1096,car_horn
4614,engine_idling
2118,children_playing
30,air_conditioner
4664,engine_idling
1072,car_horn
2883,dog_bark
5367,engine_idling
2751,dog_bark
732,air_conditioner
928,air_conditioner
8072,street_music
7076,siren
849,air_conditioner
2052,children_playing
3737,drilling
2418,children_playing
581,air_conditioner
7372,siren
2639,dog_bark
5899,jackhammer
7381,siren
1454,children_playing
5046,engine_idling
5725,gun_shot
8303,street_music
8472,street_music
6381,jackhammer
5066,engine_idling
3768,drilling
2083,children_playing
3185,dog_bark
5500,gun_shot
4528,engine_idling
5448,gun_shot
8558,street_music
4187,drilling
2926,dog_bark
6846,siren
2644,dog_bark
3304,dog_bark
8438,street_music
730,air_conditioner
7525,siren
7863,street_music
2645,dog_bark
2981,dog_bark
5048,engine_idling
652,air_conditioner
8536,street_music
7904,street_music
1962,children_playing
3440,drilling
802,air_conditioner
6353,jackhammer
7144,siren
6618,jackhammer
4686,engine_idling
6077,jackhammer
5379,engine_idling
3092,dog_bark
810,air_conditioner
7105,siren
6407,jackhammer
1729,children_playing
5587,gun_shot
2583,dog_bark
4712,engine_idling
4156,drilling
4508,engine_idling
5665,gun_shot
1368,car_horn
6817,siren
1850,children_playing
4278,drilling
1317,car_horn
1963,children_playing
1024,car_horn
5566,gun_shot
8564,street_music
6260,jackhammer
2041,children_playing
6280,jackhammer
5717,gun_shot
7225,siren
1630,children_playing
2989,dog_bark
5953,jackhammer
5909,jackhammer
6083,jackhammer
6231,jackhammer
7557,siren
2234,children_playing
5870,jackhammer
5764,gun_shot
600,air_conditioner
5481,gun_shot
7020,siren
3423,dog_bark
2523,dog_bark
1691,children_playing
1277,car_horn
8248,street_music
5522,gun_shot
774,air_conditioner
6858,siren
997,air_conditioner
7472,siren
4053,drilling
6104,jackhammer
5898,jackhammer
6117,jackhammer
2081,children_playing
4061,drilling
174,air_conditioner
881,air_conditioner
4145,drilling
5729,gun_shot
2792,dog_bark
1616,children_playing
6450,jackhammer
108,air_conditioner
4232,drilling
3429,drilling
4136,drilling
8331,street_music
6797,jackhammer
5392,engine_idling
4873,engine_idling
4679,engine_idling
8678,street_music
3420,dog_bark
7642,siren
6958,siren
5150,engine_idling
2574,dog_bark
6187,jackhammer
6342,jackhammer
7497,siren
3157,dog_bark
690,air_conditioner
50,air_conditioner
2403,children_playing
3557,drilling
6634,jackhammer
13,air_conditioner
8136,street_music
6555,jackhammer
3472,drilling
8000,street_music
6188,jackhammer
2458,dog_bark
4052,drilling
5442,gun_shot
8557,street_music
2513,dog_bark
7606,siren
6736,jackhammer
5774,gun_shot
8600,street_music
3220,dog_bark
1229,car_horn
6687,jackhammer
6252,jackhammer
3344,dog_bark
8080,street_music
7952,street_music
8626,street_music
8534,street_music
8470,street_music
7190,siren
3580,drilling
7540,siren
7067,siren
315,air_conditioner
3668,drilling
6832,siren
2744,dog_bark
7349,siren
1093,car_horn
3062,dog_bark
2,air_conditioner
4500,engine_idling
1295,car_horn
6630,jackhammer
8286,street_music
4693,engine_idling
2675,dog_bark
5017,engine_idling
3596,drilling
8670,street_music
5580,gun_shot
1731,children_playing
4568,engine_idling
659,air_conditioner
546,air_conditioner
5436,gun_shot
4226,drilling
2844,dog_bark
7241,siren
4484,engine_idling
8727,street_music
4601,engine_idling
2365,children_playing
6901,siren
8463,street_music
2433,dog_bark
3035,dog_bark
3887,drilling
2526,dog_bark
6599,jackhammer
200,air_conditioner
7847,street_music
5271,engine_idling
7961,street_music
6074,jackhammer
4224,drilling
8300,street_music
880,air_conditioner
7981,street_music
6031,jackhammer
2752,dog_bark
7243,siren
4489,engine_idling
4393,drilling
893,air_conditioner
1547,children_playing
2931,dog_bark
73,air_conditioner
331,air_conditioner
1462,children_playing
1509,children_playing
4239,drilling
6652,jackhammer
7029,siren
5361,engine_idling
4635,engine_idling
6816,siren
1679,children_playing
1363,car_horn
836,air_conditioner
488,air_conditioner
2814,dog_bark
507,air_conditioner
1881,children_playing
2009,children_playing
2711,dog_bark
987,air_conditioner
7573,siren
7220,siren
2437,dog_bark
1451,children_playing
8357,street_music
6923,siren
2521,dog_bark
4293,drilling
4730,engine_idling
3295,dog_bark
7323,siren
4530,engine_idling
7478,siren
7407,siren
1416,car_horn
1312,car_horn
6445,jackhammer
6519,jackhammer
3421,dog_bark
1638,children_playing
2801,dog_bark
4003,drilling
2033,children_playing
5000,engine_idling
8451,street_music
4433,engine_idling
8381,street_music
2649,dog_bark
2420,children_playing
340,air_conditioner
6497,jackhammer
6238,jackhammer
1177,car_horn
3986,drilling
5662,gun_shot
8106,street_music
6240,jackhammer
2608,dog_bark
8552,street_music
8125,street_music
4888,engine_idling
5179,engine_idling
1340,car_horn
3882,drilling
1336,car_horn
673,air_conditioner
8123,street_music
7016,siren
3484,drilling
7261,siren
5454,gun_shot
5047,engine_idling
2928,dog_bark
8581,street_music
4284,drilling
5368,engine_idling
6807,siren
5221,engine_idling
4335,drilling
142,air_conditioner
6173,jackhammer
6733,jackhammer
8663,street_music
1726,children_playing
4288,drilling
2090,children_playing
5958,jackhammer
6424,jackhammer
4150,drilling
6641,jackhammer
4796,engine_idling
5712,gun_shot
1863,children_playing
646,air_conditioner
8521,street_music
1381,car_horn
4125,drilling
8107,street_music
6362,jackhammer
284,air_conditioner
3214,dog_bark
588,air_conditioner
4630,engine_idling
8345,street_music
5093,engine_idling
3799,drilling
7271,siren
4762,engine_idling
8380,street_music
172,air_conditioner
4975,engine_idling
2054,children_playing
5687,gun_shot
2584,dog_bark
7010,siren
7276,siren
4759,engine_idling
3840,drilling
3861,drilling
5793,gun_shot
4668,engine_idling
1391,car_horn
3628,drilling
7253,siren
1452,children_playing
1790,children_playing
7583,siren
3374,dog_bark
4264,drilling
7122,siren
6861,siren
7318,siren
1956,children_playing
6912,siren
2117,children_playing
59,air_conditioner
1607,children_playing
2606,dog_bark
8571,street_music
3256,dog_bark
3527,drilling
2612,dog_bark
5556,gun_shot
5699,gun_shot
3963,drilling
3717,drilling
6868,siren
6645,jackhammer
3931,drilling
1822,children_playing
7136,siren
1271,car_horn
962,air_conditioner
3722,drilling
6456,jackhammer
3773,drilling
8602,street_music
2702,dog_bark
618,air_conditioner
7210,siren
4770,engine_idling
325,air_conditioner
2595,dog_bark
3972,drilling
1745,children_playing
5538,gun_shot
360,air_conditioner
7,air_conditioner
63,air_conditioner
948,air_conditioner
942,air_conditioner
5057,engine_idling
7728,siren
3011,dog_bark
6580,jackhammer
3354,dog_bark
207,air_conditioner
981,air_conditioner
4174,drilling
47,air_conditioner
1074,car_horn
1972,children_playing
7078,siren
8464,street_music
1320,car_horn
3936,drilling
8664,street_music
372,air_conditioner
3992,drilling
412,air_conditioner
86,air_conditioner
6917,siren
4586,engine_idling
5614,gun_shot
442,air_conditioner
6863,siren
2427,children_playing
1193,car_horn
3448,drilling
3761,drilling
6883,siren
1121,car_horn
6887,siren
5088,engine_idling
1911,children_playing
8161,street_music
1848,children_playing
4843,engine_idling
5696,gun_shot
70,air_conditioner
1696,children_playing
5660,gun_shot
7014,siren
3111,dog_bark
4434,engine_idling
2662,dog_bark
6421,jackhammer
6257,jackhammer
4923,engine_idling
4357,drilling
5373,engine_idling
3424,dog_bark
2564,dog_bark
7214,siren
418,air_conditioner
3021,dog_bark
7424,siren
7393,siren
8609,street_music
4648,engine_idling
20,air_conditioner
8008,street_music
8538,street_music
6374,jackhammer
5413,engine_idling
8191,street_music
1411,car_horn
6778,jackhammer
7337,siren
1468,children_playing
8662,street_music
811,air_conditioner
6793,jackhammer
6508,jackhammer
3099,dog_bark
819,air_conditioner
1196,car_horn
7328,siren
3551,drilling
623,air_conditioner
6971,siren
2309,children_playing
2791,dog_bark
5902,jackhammer
5365,engine_idling
8485,street_music
4367,drilling
5872,jackhammer
5962,jackhammer
3438,drilling
7021,siren
1993,children_playing
5733,gun_shot
3279,dog_bark
808,air_conditioner
2772,dog_bark
489,air_conditioner
1531,children_playing
2745,dog_bark
4721,engine_idling
1933,children_playing
499,air_conditioner
2900,dog_bark
1495,children_playing
7574,siren
5303,engine_idling
307,air_conditioner
5125,engine_idling
3951,drilling
4195,drilling
6484,jackhammer
6433,jackhammer
2525,dog_bark
6595,jackhammer
6224,jackhammer
4311,drilling
3250,dog_bark
53,air_conditioner
8449,street_music
2184,children_playing
8256,street_music
1957,children_playing
2621,dog_bark
3227,dog_bark
3358,dog_bark
6593,jackhammer
7770,street_music
1185,car_horn
7708,siren
5274,engine_idling
4957,engine_idling
4365,drilling
5903,jackhammer
1333,car_horn
186,air_conditioner
6035,jackhammer
1742,children_playing
1944,children_playing
5432,gun_shot
4931,engine_idling
4624,engine_idling
5144,engine_idling
1456,children_playing
6573,jackhammer
1804,children_playing
8585,street_music
4998,engine_idling
4788,engine_idling
7978,street_music
7482,siren
1886,children_playing
5049,engine_idling
1799,children_playing
944,air_conditioner
4322,drilling
5170,engine_idling
754,air_conditioner
3637,drilling
2202,children_playing
1560,children_playing
4029,drilling
4750,engine_idling
5855,jackhammer
5747,gun_shot
4063,drilling
8649,street_music
1180,car_horn
4267,drilling
4046,drilling
7282,siren
5968,jackhammer
6436,jackhammer
1770,children_playing
6531,jackhammer
5889,jackhammer
1304,car_horn
4714,engine_idling
6496,jackhammer
7082,siren
2005,children_playing
3939,drilling
5683,gun_shot
6776,jackhammer
1274,car_horn
105,air_conditioner
7167,siren
3863,drilling
3574,drilling
1636,children_playing
1311,car_horn
7809,street_music
2541,dog_bark
7796,street_music
5160,engine_idling
7287,siren
8382,street_music
3363,dog_bark
2741,dog_bark
1038,car_horn
8018,street_music
3933,drilling
8481,street_music
5479,gun_shot
7612,siren
7085,siren
2157,children_playing
3129,dog_bark
6564,jackhammer
5488,gun_shot
4137,drilling
6284,jackhammer
5883,jackhammer
8230,street_music
7394,siren
3102,dog_bark
632,air_conditioner
2036,children_playing
7898,street_music
7556,siren
2945,dog_bark
2567,dog_bark
3272,dog_bark
612,air_conditioner
4696,engine_idling
6217,jackhammer
5524,gun_shot
2012,children_playing
2259,children_playing
6967,siren
2428,children_playing
7931,street_music
7827,street_music
6534,jackhammer
1273,car_horn
5648,gun_shot
6109,jackhammer
5168,engine_idling
3876,drilling
4310,drilling
5137,engine_idling
2518,dog_bark
6369,jackhammer
1436,children_playing
7862,street_music
1743,children_playing
7928,street_music
2450,dog_bark
5865,jackhammer
389,air_conditioner
6546,jackhammer
7411,siren
1406,car_horn
6208,jackhammer
2712,dog_bark
7805,street_music
4776,engine_idling
1299,car_horn
6259,jackhammer
7669,siren
4056,drilling
5993,jackhammer
2451,dog_bark
1227,car_horn
2830,dog_bark
5305,engine_idling
4659,engine_idling
5475,gun_shot
4143,drilling
1512,children_playing
2819,dog_bark
3586,drilling
7315,siren
8218,street_music
7855,street_music
7502,siren
8156,street_music
3133,dog_bark
2266,children_playing
1358,car_horn
4409,drilling
3337,dog_bark
3297,dog_bark
838,air_conditioner
1802,children_playing
7351,siren
8041,street_music
5143,engine_idling
8389,street_music
1518,children_playing
5051,engine_idling
3830,drilling
148,air_conditioner
5438,gun_shot
6678,jackhammer
2568,dog_bark
1292,car_horn
7250,siren
4291,drilling
3614,drilling
5574,gun_shot
8315,street_music
1214,car_horn
6708,jackhammer
587,air_conditioner
2160,children_playing
8202,street_music
1763,children_playing
1613,children_playing
4678,engine_idling
540,air_conditioner
3713,drilling
2323,children_playing
3350,dog_bark
902,air_conditioner
5745,gun_shot
7061,siren
1244,car_horn
5769,gun_shot
3240,dog_bark
4157,drilling
4604,engine_idling
674,air_conditioner
1628,children_playing
4673,engine_idling
3280,dog_bark
2577,dog_bark
3749,drilling
830,air_conditioner
300,air_conditioner
8549,street_music
8555,street_music
139,air_conditioner
712,air_conditioner
3362,dog_bark
3684,drilling
1023,car_horn
8522,street_music
6561,jackhammer
6037,jackhammer
2244,children_playing
8206,street_music
55,air_conditioner
5016,engine_idling
5770,gun_shot
3804,drilling
8587,street_music
480,air_conditioner
4016,drilling
1997,children_playing
1441,children_playing
2576,dog_bark
2862,dog_bark
6163,jackhammer
6387,jackhammer
3491,drilling
7910,street_music
1435,children_playing
4992,engine_idling
4190,drilling
3426,dog_bark
6113,jackhammer
4739,engine_idling
4468,engine_idling
5829,jackhammer
1471,children_playing
8480,street_music
8037,street_music
8655,street_music
7129,siren
5276,engine_idling
7201,siren
1331,car_horn
7857,street_music
4033,drilling
869,air_conditioner
2107,children_playing
453,air_conditioner
3034,dog_bark
4855,engine_idling
8523,street_music
5485,gun_shot
6470,jackhammer
803,air_conditioner
4607,engine_idling
4165,drilling
5644,gun_shot
5126,engine_idling
7438,siren
3257,dog_bark
8577,street_music
8111,street_music
5202,engine_idling
2872,dog_bark
3926,drilling
4576,engine_idling
1779,children_playing
8373,street_music
8425,street_music
8647,street_music
1570,children_playing
3584,drilling
8568,street_music
794,air_conditioner
7177,siren
6751,jackhammer
7182,siren
824,air_conditioner
4894,engine_idling
2272,children_playing
1237,car_horn
734,air_conditioner
7203,siren
5159,engine_idling
924,air_conditioner
7378,siren
5006,engine_idling
7172,siren
6027,jackhammer
7476,siren
6312,jackhammer
5364,engine_idling
7484,siren
6931,siren
1079,car_horn
6791,jackhammer
4030,drilling
1906,children_playing
6646,jackhammer
2795,dog_bark
5916,jackhammer
6927,siren
2147,children_playing
6480,jackhammer
1442,children_playing
7072,siren
3190,dog_bark
4672,engine_idling
548,air_conditioner
3475,drilling
8414,street_music
6229,jackhammer
1883,children_playing
7547,siren
8118,street_music
2723,dog_bark
7668,siren
3254,dog_bark
8188,street_music
6373,jackhammer
159,air_conditioner
2739,dog_bark
1868,children_playing
4326,drilling
